Product Name,Product Description,Category,Energy,Saturated fat,Carbohydrate,Sugar,Salt
M¨¹ller Corner Skyr Nuts & Chocolate Balls Granola Yogurt 170g,"Icelandic style full fat yogurt & quark mix, with a muesli of cereals, almonds, hazelnuts and chocolate coated cereal balls (11%)",yogurts,628,3.1,12.9,10,0.15
Yeo Valley Natural Kefir Yogurt 950g,Fermented Natural Yogurt With Live Kefir Cultures,yogurts,268,1.4,6.4,5.4,0.12
Sainsbury's On the Go Greek Style Yogurt with Mixed Berry Compote & Crispy Granola 210g,"Greek style yogurt, blackberry, strawberry and blackcurrant compote and crispy granola",yogurts,123,1.4,17.6,10.2,0.17
Onken Natural Set Yogurt 1kg,Natural Set Yogurt,yogurts,260,2.2,4.7,4.7,0.14
Oreo Vanilla Flavoured Yogurt with Oreo Cookie Pieces 4x120g,4 x Vanilla flavour yogurt with Oreo cookie pieces (8%),yogurts,586,1.7,21.7,17.5,0.2
Light & Free Greek Style Yogurt Very Cherry Bakewell Flavour 4x115g,Fat free yogurt with fruit and sweeteners.,yogurts,48,0.1,7.3,6.4,0.15
"Nomadic Oat Clusters & Natural Yogurt, Strawberry 169g",,yogurts,748,1.2,25.2,11.9,0.07
Mary Ann's Dairy Low Fat Fruit Yogurts Peach and Strawberry 4x125g,"Low fat fruit yogurts (2 peach, 2 strawberry)",yogurts,86,0.8,14.3,13.8,0.18
Arla Protein Blueberry Yogurt 200g,Blueberry Flavoured Strained Yogurt with Sweetener.,yogurts,306,0.1,6.5,6.3,0.15
Sainsbury's Fat Free Greek Style Honey Yogurt 450g,Fat free Greek style yogurt with honey,yogurts,79,0.1,13.4,11.7,0.14
Arla Skyr Mixed Berries Icelandic Style Yogurt 150g,Fat Free Icelandic Style Strained Yogurt with Mixed Berries,yogurts,73,0.1,8,7.8,0.08
Light & Free Protein Yogurt Banana & Peanut Butter Flavour 150g,"Icelandic Style strained yogurt with banana, flavourings and with sweeteners.",yogurts,55,0.1,4.4,4,0.09
Graham's The Family Dairy Skyr Raspberry Icelondic Style Yogurt 150g,Skyr Yogurt,yogurts,343,0.2,9.4,7,0.1
Gut Glory Rhubarb Yogurt 4x125g,Rhubarb yogurt x4,yogurts,94,1.5,13.2,12.5,0.2
Sainsbury's Immune Support Multifruit Yogurt Drinks x8 100g,"Fat free pineapple, peach, strawberry and orange yogurt drink with sweeteners, Lactobacillus casei and vitamin B6 and vitamin D",yogurts,32,0.1,4,3.2,0.07
Gut Glory Strawberry Yogurt 4x125g,Strawberry yogurt x4,yogurts,386,1.5,12.4,11.7,0.2
Sainsbury's Raspberry & White Chocolate Yogurt 150g,Fat free raspberry & white chocolate strained yogurt with sweetener,yogurts,71,0.1,7.6,5.2,0.05
Rachel's Organic Cream Top Mango & Passion Fruit Naturally Bio-Live Yogurt 150g,Organic Bio Live Set Yogurt with Organic Cream and Organic Mango Passion Fruit Layer,yogurts,535,4.3,13,13,0.1
M¨¹ller Corner Creations G'Dairy Yogurt 6x136g,"Creamy yogurt with a smooth mixed passionfruit, mango and coconut flavour compote x6",yogurts,481,2.5,14.7,13.4,0.18
Sainsbury's Salted Caramel Yogurt 150g,Fat free salted caramel flavour strained yogurt with sweetener,yogurts,71,0.1,7.6,5.1,0.2
Little Ones Berry Yogurt 90g,Organic Berry and mixed Fruit Puree with pasteurised organic yogurt and Organic wholegrain rice flour,yogurts,58,1,9.4,7,0.04
Sainsbury's Immune Support Strawberry Yogurt Drinks x8 100g,"Fat free strawberry yogurt drink with sweeteners, Lactobacillus casei and added vitamin B6 and vitamin D",yogurts,33,0.1,4.1,3,0.06
Lindahls Kvarg Raspberry Protein Yogurt 500g,Fat Free Quark with Raspberry Flavour and Sweeteners.,yogurts,56,0.1,4.1,3.7,0.09
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,yogurts,481,11,60,19,0.85
Trip CBD Infused Elderflower Mint 250ml,"Lightly sparkling, CBD-infused Elderflower Mint drink powered by natural botanicals with no added sugar",yogurts,31.8,0,1.9,1.5,0
Trip CBD Infused Peach Ginger 250ml,"Lightly sparkling, CBD-infused Peach Ginger drink powered by natural botanicals with no added sugar",yogurts,35.1,0,2.1,1.8,0
Arla Protein Strawberry Yogurt Pouch 200g,Strawberry Yogurt with Added Sweetener.,yogurts,73,0.5,5.6,5.3,0.11
Arla Protein Mango Yogurt Pouch 200g,Mango Yogurt with Added Sweetener.,yogurts,306,0.5,5.5,5.1,0.11
Lindahls Kvarg Natural Protein Yogurt 500g,Fat Free Quark.,yogurts,59,0.1,4,4,0.1
Sainsbury's Black Cherry Kefir Yogurt 350g,^Black cherry yogurt with live kefir culture strains,yogurts,73,1.2,9.9,7.8,0.11
"Nomadic Oat Clusters & Natural Yogurt, Chocolate 169g",,yogurts,807,2.1,25.5,14,0.08
Sainsbury's On the Go Greek Style Yogurt with Tropical Compote & Crispy Granola 210g,"Greek style yogurt, mango and passion fruit compote and crispy granola",yogurts,104,1.4,14.7,9.8,0.14
Yaar Nordic Yogurt Bar Cloudberry Bar 40g,Creamy Vanilla Flavour Yogurt Bar Coated in Caramel with Cloudberry and Lemon Core and Kefir Cultures,yogurts,349,13.5,28.6,27.6,0.1
Sainsbury's Natural Kefir Yogurt 350g,^Natural yogurt with live kefir culture strains,yogurts,66,1.4,6,6,0.13
Yaar Nordic Yogurt Vanilla Quark Bar 40g,Creamy Vanilla Flavour Yogurt Bar with Kefir Cultures Coated in Belgian Chocolate,yogurts,350,13.1,25.1,24.2,0.1
Bakus Pocket Strawberry Yogurt 80g,"Strawberry fromage frais with added sugar and enriched with Calcium, Vitamin B6, D and B12",yogurts,402,1.4,12.5,11.9,0.11
Sainsbury's Mousse Chocolate 6x60g,Chocolate mousse,yogurts,152,4.3,20.9,18.4,0.08
Rachel's Organic Divine Rice Puddings 2x150g,Traditional Creamy Rice Pudding,yogurts,574,3.5,18.5,10.4,0.3
Munch Bunch Double Up Fromage Frais Strawberry & Vanilla 4x85g,Layered Fromage Frais with Strawberry Puree and Vanilla Flavour,yogurts,99,1.8,12.6,11,0.1
Cadbury Flake Chocolate Dessert 75g,Milk chocolate dessert with milk chocolate pieces.,yogurts,1128,7.9,30.4,27.5,0.13
Cadbury Dairy Milk Buttons Chocolate Dessert 75g,Milk chocolate dessert with milk chocolate buttons.,yogurts,1176,8.4,31.2,28,0.13
Sainsbury's Cr¨¨me Caramel 4x100g,4 Milk desserts with caramel sauce,yogurts,110,1,21.8,20.6,0.2
FAGE Total 0% Fat Natural Fat Free Greek Recipe Strained Yoghurt 950g,"3g sugars, 10.3g protein, 54 kcal per 100g",yogurts,230,0,3,3,0.1
Alpro Blueberry & Cherry Yoghurt Alternative 4x125g,"Fermented soya product, blueberry / cherry, with added calcium and vitamins.",yogurts,293,0.4,8.2,7.9,0.15
"Aero Mousse, Milk Chocolate 4x59g",Milk Chocolate Mousse,yogurts,159,3,23.1,21.6,0.2
Petits Filous Raspberry & Strawberry Fromage Frais 4x85g,Fromage Frais,yogurts,86,1.6,9.9,9.4,0.12
Alpro Plain No Sugars Yoghurt Alternative 500g,Fermented soya product with added calcium and vitamins.,yogurts,177,0.4,0,0,0.25
Petits Filous Raspberry & Strawberry Fromage Frais 6x47g,Fromage Frais,yogurts,86,1.6,9.9,9.4,0.12
Alpro No Bits Strawberry-Banana & Peach-Pear Yoghurt Alternative 4x125g,"Fermented soya product, strawberry-banana / peach-pear, with added calcium and vitamins.",yogurts,292,0.3,8.4,8.1,0.09
Rolo Milk Chocolate & Toffee Dessert 2 x65g,Layered milk chocolate & toffee dessert,yogurts,209,6.3,26.9,23.2,0.3
Sainsbury's Fruit Fool Gooseberry 114g,"Gooseberry fool made with a blend of gooseberry compote, yogurt and cream",yogurts,175,6.8,17.6,15,0.05
M¨¹ller Rice Apple Low Fat Pudding Dessert 170g,Creamy dairy rice with apple,yogurts,446,1.2,19.1,13.4,0.2
Sainsbury's Fromage Frais Pouches x4 80g,4 Strawberry fromage frais with added calcium and vitamin D3,yogurts,78,1,9.6,8.4,0.1
Alpro Plain Yoghurt Alternative 500g,"Fermented soya product, with added calcium and vitamines.",yogurts,212,0.4,2.1,2.1,0.25
Petits Filous Apricot & Strawberry Fromage Frais 4x85g,Naturally sourced ingredients  vitamin D,yogurts,86,1.6,10,9.4,0.12
Bonne Maman Cr¨¨me Caramel 4x100g,Baked cr¨¨me caramel.,yogurts,730,4,20,19,0
Sainsbury's Cholesterol Lowering Drink Strawberry 6x100g,"6 Low Fat strawberry yogurt drinks with added plant sterols, thiamin (B1), and sweetener.",yogurts,37,0.2,3.9,3.3,0.07
M¨¹ller Rice Vanilla Custard Low Fat Pudding Dessert 170g,Creamy dairy rice with vanilla custard sauce (15%),yogurts,454,1.3,18.9,13.3,0.2
M¨¹ller Rice Strawberry Low Fat Pudding Dessert 170g,Creamy dairy nice with strawberry,yogurts,446,1.2,19,13,0.19
Bonne Maman Strawberry Mousse 2x70g,Strawberry mousse.,yogurts,727,4.7,23,22,0.1
The Collective Gourmet Raspberry Greek-Style Yoghurt 450g,Raspberry Yoghurt,yogurts,427,2.9,11.4,9.8,0.1
Petits Filous Apricot & Strawberry Fromage Frais 6x47g,Fromage Frais,yogurts,86,1.6,10,9.4,0.12
Bonne Maman Chocolate Mousse 2x70g,Milk chocolate mousse.,yogurts,1228,14.1,18.8,18.1,0.1
M¨¹ller Rice Original Low Fat Pudding Dessert 170g,Creamy dairy rice,yogurts,424,1.4,16.4,10.4,0.22
Cadbury Dairy Milk Chocolate Dessert Limited Edition 75g,Milk chocolate dessert with milk chocolate coated honeycomb pieces.,yogurts,1139,7.5,33.6,29,0.14
Alpro Raspberry-Cranberry & Blackberry Yoghurt Alternative 4x125g,"Fermented soya product, raspberry-cranberry / blackberry, with added calcium and vitamins.",yogurts,322,0.3,9.7,9.5,0.22
Ski Mousse Strawberry 4x60g,Strawberry mousse with strawberry sauce,yogurts,509,3.4,15.4,13,0.1
Mary Ann's Dairy Fromage Frais 12x50g,"Fruit Fromage Frais (4 strawberry, 4 apricot, 4 raspberry)",yogurts,81,0.6,11.3,9.8,0.08
Biotiful Kefir Original 500ml,Fermented milk traditionally known as kefir,yogurts,58,1.9,4.4,3.7,0.1
"Sainsbury's Mousse Colombian Coffee, Taste the Difference 100g",Colombian coffee mousse,yogurts,271,11.5,23.8,22.3,0.1
The Collective Gourmet Mango Greek-Style Yoghurt 450g,Mango Yoghurt,yogurts,456,3.2,11.9,11.2,0.12
Peppa Pig Strawberry Flavour Fromage Frais 6x45g,,yogurts,374,1.6,10.6,10,0.13
Alpro Greek Style Strawberry Yoghurt Alternative 150g,Greek Style High Protein Strawberry & Raspberry,yogurts,346,0.5,8.8,8.2,0.31
"Yeo Valley Organic Little Yeos, Strawberry & Raspberry Fromage Frais 6x45g",Organic Fromage Frais Blended with a Smooth Fruit Pur¨¦e,yogurts,355,1.5,9.5,8.6,0.17
M¨¹ller Rice Apple & Raspberry Low Fat Pudding Dessert 6x170g,"3 x Creamy dairy rice with apple
3 x Creamy dairy rice with raspberry",yogurts,446,1.2,19.1,13.4,0.2
The Collective Gourmet Passion Fruit Greek-Style Yoghurt 450g,Passion Fruit Yoghurt,yogurts,461,2.9,12.5,11.2,0.1
Ski Mousse Lemon Meringue  4x60g,Lemon mousse with meringue style sauce,yogurts,538,3.2,17.8,16.1,0.2
Cadbury Dairy Milk Daim Chocolate Dessert 75g,Milk chocolate pieces with a crunchy almond caramel centre and Cadbury milk chocolate dessert.,yogurts,1187,8.1,32.7,28.8,0.22
Benecol Yoghurt Strawberry Cherry 4x120g,Fruit flavoured low saturated fat yogurt with added plant stanols.,yogurts,300,0.6,9.6,8.7,0.2
Milkybar White Chocolate Dessert 2x65g,White Chocolate Dairy Dessert,yogurts,150,5.1,18.4,17,0.18
Actimel Kids Strawberry Banana Yoghurt Drink 4x100g,"Yogurt drink with L. Casei Danone cultures, vitamins D and B6, strawberry, banana and added calcium.",yogurts,262,0.9,8.9,8.5,0.11
Bio&Me Gut Original Gut-Loving Prebiotic Yoghurt 350g,Original Gut-Loving Prebiotic Yoghurt,yogurts,85,2.5,7.8,7.6,0.15
Sainsbury's Cholesterol Lowering Drink Original 6x100g,"6 Low Fat original yogurt drinks with added plant sterols, thiamin (B1) and sweetener.",yogurts,36,0.2,3.4,3,0.07
Benecol Raspberry Peach Yoghurt 4x120g,Fruit flavoured low saturated fat yogurt with added plant stanols.,yogurts,304,0.6,9.4,8.5,0.2
Aero Creations Milk Chocolate Mousse 4x57g,Chocolate Mousse with Chocolate Layer Pieces. Chocolate layer: with sweeteners,yogurts,229,8.7,20.7,19.7,0.16
Sainsbury's Fruit Fool Lemon 114g,"Lemon fool made with a blend of lemon compote, yogurt and cream",yogurts,191,8,17.3,14.3,0.06
Kellogg's Fruit Winders Strawberry Snack 5x17g,Strawberry & Pear Fruit Snack Roll,yogurts,393,3.5,79,37,0.13
Kellogg's Fruit Winders Doubles Apple & Strawberry Rolls 5x17g,A delicious apple and strawberry fruit snack roll made with all natural colours and flavours,yogurts,393,3.5,79,37,0.13
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,yogurts,481,11,60,19,0.85
Kellogg's Rice Krispies Squares Delightfully Chocolatey Snack Bars 4x36g,Crispy grains of toasted rice cereal and milk chocolate chunks with a chocolate flavour coating.,yogurts,432,10,74,35,0.63
Bonne Maman Blackcurrant Mousse 2x70g,Blackcurrant mousse.,yogurts,698,4.7,20.8,19.3,0.08
Wildlife Strawberry & Peach Fromage Frais 18x45g,Fromage Frais with added Vitamin D,yogurts,374,1.6,10.6,10,0.13
Biomel Dark Chocolate Dairy Free Coconut Probiotic Drink 125ml,,yogurts,188,1.9,5.9,4.9,0.1
Biotiful Kefir Morello Cherry 500ml,Kefir: fermented milk with cherry,yogurts,63,1.8,6.4,5.6,0.1
Cadbury Wispa Chocolate Mousse Dessert 4X45g,Milk Chocolate Mousse.,yogurts,195,5,25.6,21.4,0.14
Cadbury Heroes Wispa & Dairy Milk Chocolate Desserts 4x75g,"2x Milk chocolate dessert with milk chocolate chunks.
2x Milk chocolate dessert with aerated milk chocolate pieces.",yogurts,283,8.5,31.4,27.5,0.12
Sainsbury's Fat Free Natural Fromage Frais 500g,Fat Free Natural Fromage Frais,yogurts,58,0.1,4.2,4.2,0.07
Light & Free Greek Style Yoghurt So Sticky Toffee Flavour 4x115g,Fat free toffee flavour yogurt with sweeteners.,yogurts,51,0.1,7.3,5.3,0.15
Milkybar White Chocolate Mousse 4x55g,White chocolate mousse,yogurts,152,4.1,19.3,18.3,0.2
Bio&Me Mango Gut-Loving Prebiotic Yoghurt 350g,Mango Gut-Loving Prebiotic Yoghurt,yogurts,86,2.2,8.5,8.4,0.13
G¨¹ Salted Caramel Cheesecake Desserts 2x92g,2 Cheesecakes on Biscuit Base Layered with Caramel and Topped with a Caramel Cream Layer,yogurts,368,11,42.1,294,0.5
Bio&Me Vanilla Gut-Loving Prebiotic Yoghurt 350g,Vanilla Gut-Loving Prebiotic Yoghurt,yogurts,86,2.5,7.6,7.6,0.15
Yeo Valley Little Yeos Strawberry & Peach Apple & Pear Fromage Frais 6x45g,Organic Fromage Frais Blended with a Smooth Fruit Pur¨¦e,yogurts,340,1.3,8.8,8.6,0.16
After Eight Chocolate Peppermint Flavoured Mousse 4X57g,Mint Mousse with chocolate layer pieces.,yogurts,214,9,18.1,17.8,0.16
G¨¹ Hot Chocolate Molten Middle Desserts 2x100g,2 Chocolate Puddings with a Molten Centre,yogurts,422,15.3,42.5,39.8,0.1
G¨¹ Peruvian Lime Cheesecake Desserts  2x78g,2 Lime and Mascarpone Cheesecakes,yogurts,334,12.1,32.7,22.2,0.16
Petits Filous Strawberry Raspberry & Apricot Fromage Frais 18x47g,Fromage Frais with Added Vitamin D,yogurts,86,1.6,9.9,9.4,1.6
The Collective Kefir Coconut Cultured Drink 500ml,Kefir (Fermented Milk) with Coconut and Honey.,yogurts,598,4.8,20.5,16.6,0.23
Biotiful Kefir Original 250ml,Fermented milk traditionally known as kefir,yogurts,59,2.1,4.6,2.8,0.1
Bonne Maman Yoghurt with an Apricot Layer 4x125g,Yoghurt with apricot preparation.,yogurts,449,1.9,16.2,15.4,0.1
Biotiful Kefir Morello Cherry 250ml,Kefir: fermented milk with cherry,yogurts,66,1.9,7.4,5.4,0.09
G¨¹ Milk Chocolate Mousses with Ganache Desserts 2x70g,2 Chocolate Mousses with a Chocolate Ganache,yogurts,391,16,29,25,0.35
The Collective Kefir Mango Cultured Drink 500ml,Kefir (Fermented Milk) with Mango and Turmeric.,yogurts,541,2.4,16.5,15.2,0.22
Muller Light Chocolate Fix Milk Chocolate Dessert 4x100g,4x Low fat smooth milk chocolate dessert with sugars & sweeteners,yogurts,400,1.6,15,9.6,0.13
The Collective Gourmet Morello Cherry Greek-Style Yoghurt 450g,Morello Cherry Yoghurt,yogurts,439,3,11.5,9.9,0.1
G¨¹ Strawberry & Clotted Cream Cheesecake Desserts 2x87g,2 Strawberry & Clotted Cream Cheesecakes,yogurts,293,8.1,37,22.6,0.21
Yeo Valley Super Thick 0% Natural Yoghurt 450g,Fat Free Strained Natural Yogurt,yogurts,241,0.3,3.5,3.5,0.1
Bonne Maman Rum Baba Sponge Cake 2x140g,Sponge cake dessert.,yogurts,857,2.4,34,26,0.5
Bio & Me Strawberry Gut Loving Prebiotic Yoghurt 350g,Strawberry Gut-Loving Prebiotic Yoghurt,yogurts,87,1.9,8,7.9,0.14
Kinder Milk Slice Chilled Snack Cake Bar Multipack 3x28g,Sponge Cake with a Milky Filling (65%),yogurts,1754,16.6,34,29.5,0.61
Bonne Maman Rhubarb Mousse 2x70g,Rhubarb Mousse,yogurts,717,4.7,22.8,21,0.1
Bonne Maman Salted Caramel Creme 2x90g,Caramel dessert with sea salt.,yogurts,1013,10,22,17,0.3
Sainsbury's Rhubarb Fool 114g,"Rhubarb fool made with a blend of rhubarb compote, yogurt and cream",yogurts,160,7.8,10.1,7.8,0.05
Bonne Maman Yoghurt with a Rhubarb Layer 4x125g,Yoghurt with rhubarb preparation.,yogurts,437,1.9,15.3,14.6,0.1
Milko Kefir 1L,Natural Kefir,yogurts,46,1,4,4,0
Krasnystaw Kefir 500g,Kefir,yogurts,208,1,4,4,0
Yeo Valley Super Thick 5% Natural Yoghurt 450g,Strained Natural Yogurt,yogurts,398,3.4,3.5,3.5,0.09
"Sainsbury's Mousse Chocolate, Taste the Difference 100g",Belgian chocolate mousse,yogurts,313,12.4,29.8,27,0.08
Rolo Mousse 4x50g,Milk chocolate mousse with chocolate sauce and toffee mousse,yogurts,158,4.1,21.6,19.5,0.1
Bonne Maman Cr¨¨me Br?l¨¦e 2x100g,Dairy dessert.,yogurts,989,8.5,21,21,0.11
The Collective Kefir Madagascan Vanilla Cultured Yoghurt 400g,Kefir Yoghurt with Madagascan Vanilla.,yogurts,414,3.3,9.1,7.5,0.13
Sainsbury's Chocolate Surprise 150g,Milk chocolate custard topped with a layer of cream mousse,yogurts,168,5.7,18.8,15.9,0.1
FAGE Total 0% Fat Free Greek Recipe Strained Yoghurt with Honey 150g,"18g sugars, 8.1g protein, 104 kcal per 100g",yogurts,444,0,18,18,0.08
Sainsbury's Mousse Lighter Chocolate 6x60g,Chocolate Mousse,yogurts,116,1.7,17.9,15.2,0.1
The Collective Kefir Natural Cultured Yoghurt 400g,Natural Kefir Yoghurt.,yogurts,401,3.1,7.6,5.8,0.16
FAGE Total 2% Fat Natural Low Fat Greek Recipe Strained Yoghurt 450g,Natural Low Fat Greek Recipe Strained Yoghurt,yogurts,293,1.3,3,3,0.1
Biotiful Kefir Organic Original 500ml,Kefir Organic,yogurts,58,2,4.6,2.8,0.1
Alpro Greek Style Coconut Yoghurt Alternative 350g,Fermented coconut product.,yogurts,437,7.8,6,0.5,0.1
FAGE Total 2% Fat Natural Low Fat Greek Recipe Strained Yoghurt 950g,"3g sugars, 9.9g protein, 70 kcal, per 100g",yogurts,293,1.3,3,3,0.1
Yeo Valley Family Farm 0% Fat Greek Style Natural 450g,Fat Free Greek Style Natural Yogurt,yogurts,246,0.1,5.3,5.3,0.18
No. 1 Living Ginger Kombucha with Turmeric 275ml,Organic Kombucha Lightly Sparkling Fermented Green Tea Drink with Ginger and Turmeric.,yogurts,71,0,4.2,4.1,0.03
FAGE Total 0% Fat Free Greek Recipe Strained Yoghurt with Raspberry & Pomegranate 150g,With Raspberry Pomegranate,yogurts,281,0,8.2,7.6,0.09
Actimel Supermix Mango Goji Berry Turmeric 8x100g,"Yogurt drink with L. casei Danone cultures, vitamins B6 and D, mango, turmeric, goji berry and sweeteners.",yogurts,118,0,3.3,3.1,0.09
Oykos Extra Creamy Stracciatella 4x110g,Creamy yogurt with chocolate flakes,yogurts,161,6.2,16,15,0.11
Yeo Valley Super Thick 0% Natural Yoghurt 850g,Fat Free Strained Natural Yogurt,yogurts,241,0.3,3.5,3.5,0.1
No. 1 Living Raspberry Kombucha with Pomegranate 275ml,"Organic Kombucha Lightly Sparkling Fermented Green Tea Drink with Raspberry, Pomegranate and Hibiscus.",yogurts,70,0,4.1,4,0.03
Bonne Maman Coffee Cr¨¨me with Whole Milk 2x90g,Coffee flavoured dessert with caramel.,yogurts,833,8.8,16,11.4,0.1
G¨¹ Free From Salted Caramel Cheesecake Vegan & Gluten Free Desserts 2x83g,"2 Gluten free biscuit base with a caramel layer, topped with caramel & coconut cream",yogurts,346,16,39,27,0.51
Kellogg's Fruit Winders Strawberry Snack 5x17g,Strawberry & Pear Fruit Snack Roll,yogurts,393,3.5,79,37,0.13
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,yogurts,481,11,60,19,0.85
Kellogg's Fruit Winders Doubles Apple & Strawberry Rolls 5x17g,A delicious apple and strawberry fruit snack roll made with all natural colours and flavours,yogurts,393,3.5,79,37,0.13
Fanta Fruit Twist 8x330ml,Sparkling Mixed Fruit Soft Drink with Sugar and Sweeteners,yogurts,20,0,4.8,4.8,0
Biomel Natural Dairy Free Coconut Probiotic Drink 510ml,,yogurts,114,1.7,2,1.9,0.1
Bonne Maman Clementine Mousses 2x70g,Clementine and Lemon Mousse.,yogurts,0,6,19,16,0
Yeo Valley Super Thick 5% Natural Yoghurt 850g,Strained Natural Yogurt,yogurts,398,3.4,3.5,3.5,0.09
G¨¹ Dark Chocolate Mousses with Salted Caramel Desserts 2x70g,2 Dark Chocolate and Salted Caramel Mousses,yogurts,358,14,36,33,0.63
Oykos Dairy Free Salted Caramel 350g,"Fermented coconut based product with caramelised sugar, sea salt and natural flavouring.",yogurts,123,6.4,14.2,9.2,0.25
Bonne Maman Dark Chocolate Cr¨¨me with a Touch of Sea Salt 2x90g,Dark chocolate dessert with sea salt.,yogurts,1010,11.4,14.7,11.5,0.2
Bonne Maman Yoghurt Rhubarb Strawberry 450g,Yoghurt with fruits.,yogurts,410,2.31,12.51,11.74,0.1
The Collective Gourmet Fudge Greek Style Yoghurt 450g,Fudge Yoghurt,yogurts,513,3.7,13.7,12.1,0.22
Biotiful Kefir Shots Peach & Turmeric 4x100ml,Kefir: fermented milk with peach & turmeric,yogurts,59,1.5,6.7,6.5,0.2
